CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100),City,Age_Group,Annual_Income_Group,Spending_Score_Group,Category_Group,Age_Segment
799,Male,28,137,41.0,Chicago,"(25, 35]","(117, 138]","(34, 51]",Careful,Young Adults
800,Male,29,137,49.0,Houston,"(25, 35]","(117, 138]","(34, 51]",Careful,Young Adults
801,Male,30,15,40.0,Phoenix,"(25, 35]","(12, 33]","(34, 51]",Careful,Young Adults
802,Male,31,15,42.0,Philadelphia,"(25, 35]","(12, 33]","(34, 51]",Careful,Young Adults
803,Female,32,16,52.0,San Antonio,"(25, 35]","(12, 33]","(51, 68]",Target,Young Adults
804,Female,33,16,47.0,San Diego,"(25, 35]","(12, 33]","(34, 51]",Careful,Young Adults
805,Female,34,17,50.0,Washington,"(25, 35]","(12, 33]","(34, 51]",Target,Young Adults
806,Female,35,17,42.0,New York,"(25, 35]","(12, 33]","(34, 51]",Careful,Young Adults
807,Female,36,18,49.0,Seattle,"(35, 45]","(12, 33]","(34, 51]",Careful,Young Adults
808,Female,37,18,41.0,Los Angeles,"(35, 45]","(12, 33]","(34, 51]",Careful,Young Adults
809,Male,38,19,48.0,Chicago,"(35, 45]","(12, 33]","(34, 51]",Careful,Young Adults
810,Female,39,19,59.0,Houston,"(35, 45]","(12, 33]","(51, 68]",Target,Young Adults
811,Male,40,19,55.0,Phoenix,"(35, 45]","(12, 33]","(51, 68]",Target,Middle-Aged Adults
812,Female,41,19,56.0,Philadelphia,"(35, 45]","(12, 33]","(51, 68]",Target,Middle-Aged Adults
813,Female,42,20,42.0,San Antonio,"(35, 45]","(12, 33]","(34, 51]",Careful,Middle-Aged Adults
814,Female,43,20,50.0,San Diego,"(35, 45]","(12, 33]","(34, 51]",Target,Middle-Aged Adults
815,Male,44,20,46.0,New York,"(35, 45]","(12, 33]","(34, 51]",Careful,Middle-Aged Adults
816,Male,45,20,43.0,Seattle,"(35, 45]","(12, 33]","(34, 51]",Careful,Middle-Aged Adults
817,Female,46,21,48.0,Los Angeles,"(45, 55]","(12, 33]","(34, 51]",Careful,Middle-Aged Adults
818,Male,47,21,52.0,Chicago,"(45, 55]","(12, 33]","(51, 68]",Target,Middle-Aged Adults
819,Male,48,23,54.0,Houston,"(45, 55]","(12, 33]","(51, 68]",Target,Middle-Aged Adults
820,Female,49,23,42.0,Phoenix,"(45, 55]","(12, 33]","(34, 51]",Careful,Middle-Aged Adults
821,Male,50,24,46.0,Philadelphia,"(45, 55]","(12, 33]","(34, 51]",Careful,Middle-Aged Adults
822,Male,20,24,48.0,San Antonio,"(15, 25]","(12, 33]","(34, 51]",Careful,Young Adults
823,Female,21,25,50.0,San Diego,"(15, 25]","(12, 33]","(34, 51]",Target,Young Adults
824,Male,22,25,43.0,Washington,"(15, 25]","(12, 33]","(34, 51]",Careful,Young Adults
825,Female,23,28,59.0,Los Angeles,"(15, 25]","(12, 33]","(51, 68]",Target,Young Adults
826,Male,24,28,43.0,Chicago,"(15, 25]","(12, 33]","(34, 51]",Careful,Young Adults
827,Female,25,28,57.0,Houston,"(15, 25]","(12, 33]","(51, 68]",Target,Young Adults
828,Male,26,28,56.0,Phoenix,"(25, 35]","(12, 33]","(51, 68]",Target,Young Adults
829,Female,27,29,40.0,Philadelphia,"(25, 35]","(12, 33]","(34, 51]",Careful,Young Adults
830,Female,28,29,58.0,San Antonio,"(25, 35]","(12, 33]","(51, 68]",Target,Young Adults
831,Male,29,30,91.0,San Diego,"(25, 35]","(12, 33]","(85, 102]",Centroid,Young Adults
832,Female,30,30,29.0,Washington,"(25, 35]","(12, 33]","(17, 34]",General,Young Adults
833,Male,31,33,77.0,Los Angeles,"(25, 35]","(12, 33]","(68, 85]",Spendthrift,Young Adults
834,Male,32,33,35.0,Chicago,"(25, 35]","(12, 33]","(34, 51]",Careful,Young Adults
835,Female,33,33,95.0,Houston,"(25, 35]","(12, 33]","(85, 102]",Centroid,Young Adults
836,Female,34,33,11.0,Phoenix,"(25, 35]","(12, 33]","(0, 17]",Miser,Young Adults
837,Female,35,34,75.0,Philadelphia,"(25, 35]","(33, 54]","(68, 85]",Spendthrift,Young Adults
838,Female,36,34,9.0,San Antonio,"(35, 45]","(33, 54]","(0, 17]",Miser,Young Adults
839,Female,37,37,75.0,San Diego,"(35, 45]","(33, 54]","(68, 85]",Spendthrift,Young Adults
840,Female,38,37,34.0,Washington,"(35, 45]","(33, 54]","(17, 34]",General,Young Adults
841,Female,39,38,71.0,New York,"(35, 45]","(33, 54]","(68, 85]",Spendthrift,Young Adults
842,Male,40,38,5.0,Seattle,"(35, 45]","(33, 54]","(0, 17]",Miser,Middle-Aged Adults
843,Male,41,39,88.0,Los Angeles,"(35, 45]","(33, 54]","(85, 102]",Centroid,Middle-Aged Adults
844,Female,42,39,7.0,Chicago,"(35, 45]","(33, 54]","(0, 17]",Miser,Middle-Aged Adults
845,Female,43,39,73.0,Houston,"(35, 45]","(33, 54]","(68, 85]",Spendthrift,Middle-Aged Adults
846,Female,44,39,10.0,Phoenix,"(35, 45]","(33, 54]","(0, 17]",Miser,Middle-Aged Adults
847,Female,45,40,72.0,Philadelphia,"(35, 45]","(33, 54]","(68, 85]",Spendthrift,Middle-Aged Adults
848,Female,46,40,5.0,San Antonio,"(45, 55]","(33, 54]","(0, 17]",Miser,Middle-Aged Adults
849,Female,47,40,93.0,San Diego,"(45, 55]","(33, 54]","(85, 102]",Centroid,Middle-Aged Adults
850,Female,48,40,40.0,New York,"(45, 55]","(33, 54]","(34, 51]",Careful,Middle-Aged Adults
851,Female,49,42,87.0,Seattle,"(45, 55]","(33, 54]","(85, 102]",Centroid,Middle-Aged Adults
852,Male,50,42,12.0,Los Angeles,"(45, 55]","(33, 54]","(0, 17]",Miser,Middle-Aged Adults
853,Female,51,43,97.0,Chicago,"(45, 55]","(33, 54]","(85, 102]",Centroid,Middle-Aged Adults
854,Male,20,43,36.0,Houston,"(15, 25]","(33, 54]","(34, 51]",Careful,Young Adults
855,Female,21,43,74.0,Phoenix,"(15, 25]","(33, 54]","(68, 85]",Spendthrift,Young Adults
856,Male,22,43,22.0,Philadelphia,"(15, 25]","(33, 54]","(17, 34]",General,Young Adults
857,Female,23,44,90.0,San Antonio,"(15, 25]","(33, 54]","(85, 102]",Centroid,Young Adults
858,Male,24,44,17.0,San Diego,"(15, 25]","(33, 54]","(0, 17]",Miser,Young Adults
859,Female,25,46,88.0,Washington,"(15, 25]","(33, 54]","(85, 102]",Centroid,Young Adults
860,Male,26,46,20.0,Los Angeles,"(25, 35]","(33, 54]","(17, 34]",General,Young Adults
861,Male,27,46,76.0,Chicago,"(25, 35]","(33, 54]","(68, 85]",Spendthrift,Young Adults
862,Male,28,46,16.0,Houston,"(25, 35]","(33, 54]","(0, 17]",Miser,Young Adults
863,Female,29,47,89.0,Phoenix,"(25, 35]","(33, 54]","(85, 102]",Centroid,Young Adults
864,Female,30,47,1.0,Philadelphia,"(25, 35]","(33, 54]","(0, 17]",Miser,Young Adults
865,Male,31,48,78.0,San Antonio,"(25, 35]","(33, 54]","(68, 85]",Spendthrift,Young Adults
866,Male,32,48,1.0,San Diego,"(25, 35]","(33, 54]","(0, 17]",Miser,Young Adults
867,Female,33,48,73.0,Washington,"(25, 35]","(33, 54]","(68, 85]",Spendthrift,Young Adults
868,Female,34,48,35.0,Los Angeles,"(25, 35]","(33, 54]","(34, 51]",Careful,Young Adults
869,Male,35,48,83.0,Chicago,"(25, 35]","(33, 54]","(68, 85]",Centroid,Young Adults
870,Female,36,48,5.0,Houston,"(35, 45]","(33, 54]","(0, 17]",Miser,Young Adults
871,Male,37,49,93.0,Phoenix,"(35, 45]","(33, 54]","(85, 102]",Centroid,Young Adults
872,Female,38,49,26.0,Philadelphia,"(35, 45]","(33, 54]","(17, 34]",General,Young Adults
873,Female,39,50,75.0,San Antonio,"(35, 45]","(33, 54]","(68, 85]",Spendthrift,Young Adults
874,Female,40,50,20.0,San Diego,"(35, 45]","(33, 54]","(17, 34]",General,Middle-Aged Adults
875,Male,41,54,95.0,Washington,"(35, 45]","(33, 54]","(85, 102]",Centroid,Middle-Aged Adults
876,Male,42,54,27.0,New York,"(35, 45]","(33, 54]","(17, 34]",General,Middle-Aged Adults
877,Female,43,54,63.0,Seattle,"(35, 45]","(33, 54]","(51, 68]",Target,Middle-Aged Adults
878,Male,44,54,13.0,Los Angeles,"(35, 45]","(33, 54]","(0, 17]",Miser,Middle-Aged Adults
879,Female,45,54,75.0,Chicago,"(35, 45]","(33, 54]","(68, 85]",Spendthrift,Middle-Aged Adults
880,Female,46,54,10.0,Houston,"(45, 55]","(33, 54]","(0, 17]",Miser,Middle-Aged Adults
881,Male,47,54,92.0,Phoenix,"(45, 55]","(33, 54]","(85, 102]",Centroid,Middle-Aged Adults
882,Male,48,54,13.0,Philadelphia,"(45, 55]","(33, 54]","(0, 17]",Miser,Middle-Aged Adults
883,Male,49,54,86.0,San Antonio,"(45, 55]","(33, 54]","(85, 102]",Centroid,Middle-Aged Adults
884,Female,50,54,15.0,San Diego,"(45, 55]","(33, 54]","(0, 17]",Miser,Middle-Aged Adults
885,Female,51,54,69.0,New York,"(45, 55]","(33, 54]","(68, 85]",Spendthrift,Middle-Aged Adults
886,Male,19,54,14.0,Seattle,"(15, 25]","(33, 54]","(0, 17]",Miser,Young Adults
887,Female,21,57,90.0,Los Angeles,"(15, 25]","(54, 75]","(85, 102]",Centroid,Young Adults
888,Female,20,57,32.0,Chicago,"(15, 25]","(54, 75]","(17, 34]",General,Young Adults
889,Female,23,58,86.0,Houston,"(15, 25]","(54, 75]","(85, 102]",Centroid,Young Adults
890,Female,31,58,15.0,Phoenix,"(25, 35]","(54, 75]","(0, 17]",Miser,Young Adults
891,Female,22,59,88.0,Philadelphia,"(15, 25]","(54, 75]","(85, 102]",Centroid,Young Adults
892,Male,35,59,39.0,San Antonio,"(25, 35]","(54, 75]","(34, 51]",Careful,Young Adults
893,Male,23,60,97.0,San Diego,"(15, 25]","(54, 75]","(85, 102]",Centroid,Young Adults
894,Female,64,60,24.0,Washington,"(55, 65]","(54, 75]","(17, 34]",General,Senior Adults
895,Female,30,60,68.0,Los Angeles,"(25, 35]","(54, 75]","(51, 68]",Spendthrift,Young Adults
896,Male,67,60,17.0,Chicago,"(65, 75]","(54, 75]","(0, 17]",Miser,Senior Adults
897,Female,35,60,85.0,Houston,"(25, 35]","(54, 75]","(68, 85]",Centroid,Young Adults
898,Female,58,60,23.0,Phoenix,"(55, 65]","(54, 75]","(17, 34]",General,Middle-Aged Adults
899,Male,24,61,69.0,Philadelphia,"(15, 25]","(54, 75]","(68, 85]",Spendthrift,Young Adults
900,Male,37,61,8.0,San Antonio,"(35, 45]","(54, 75]","(0, 17]",Miser,Young Adults
901,Female,22,62,91.0,San Diego,"(15, 25]","(54, 75]","(85, 102]",Centroid,Young Adults
902,Female,35,62,16.0,Washington,"(25, 35]","(54, 75]","(0, 17]",Miser,Young Adults
903,Male,20,62,79.0,Los Angeles,"(15, 25]","(54, 75]","(68, 85]",Spendthrift,Young Adults
904,Male,52,62,28.0,Chicago,"(45, 55]","(54, 75]","(17, 34]",General,Middle-Aged Adults
905,Male,35,62,74.0,Houston,"(25, 35]","(54, 75]","(68, 85]",Spendthrift,Young Adults
906,Female,35,62,18.0,Phoenix,"(25, 35]","(54, 75]","(17, 34]",Miser,Young Adults
907,Female,25,63,83.0,Philadelphia,"(15, 25]","(54, 75]","(68, 85]",Centroid,Young Adults
908,Male,46,63,50.0,San Antonio,"(45, 55]","(54, 75]","(34, 51]",Target,Middle-Aged Adults
909,Male,31,63,50.0,San Diego,"(25, 35]","(54, 75]","(34, 51]",Target,Young Adults
910,Male,54,63,50.0,Washington,"(45, 55]","(54, 75]","(34, 51]",Target,Middle-Aged Adults
911,Male,29,63,50.0,New York,"(25, 35]","(54, 75]","(34, 51]",Target,Young Adults
912,Female,45,63,50.0,Seattle,"(35, 45]","(54, 75]","(34, 51]",Target,Middle-Aged Adults
913,Female,35,64,50.0,Los Angeles,"(25, 35]","(54, 75]","(34, 51]",Target,Young Adults
914,Male,40,64,50.0,Chicago,"(35, 45]","(54, 75]","(34, 51]",Target,Middle-Aged Adults
915,Female,23,65,50.0,Houston,"(15, 25]","(54, 75]","(34, 51]",Target,Young Adults
916,Female,60,65,50.0,Phoenix,"(55, 65]","(54, 75]","(34, 51]",Target,Senior Adults
917,Female,21,65,50.0,Philadelphia,"(15, 25]","(54, 75]","(34, 51]",Target,Young Adults
918,Female,53,65,50.0,San Antonio,"(45, 55]","(54, 75]","(34, 51]",Target,Middle-Aged Adults
919,Female,18,67,50.0,San Diego,"(15, 25]","(54, 75]","(34, 51]",Target,Young Adults
920,Female,49,67,50.0,New York,"(45, 55]","(54, 75]","(34, 51]",Target,Middle-Aged Adults
921,Male,21,67,50.0,Seattle,"(15, 25]","(54, 75]","(34, 51]",Target,Young Adults
922,Female,42,67,50.0,Los Angeles,"(35, 45]","(54, 75]","(34, 51]",Target,Middle-Aged Adults
923,Female,30,69,50.0,Chicago,"(25, 35]","(54, 75]","(34, 51]",Target,Young Adults
924,Male,36,69,50.0,Houston,"(35, 45]","(54, 75]","(34, 51]",Target,Young Adults
925,Female,20,70,50.0,Phoenix,"(15, 25]","(54, 75]","(34, 51]",Target,Young Adults
926,Female,65,70,50.0,Philadelphia,"(55, 65]","(54, 75]","(34, 51]",Target,Senior Adults
927,Male,24,71,50.0,San Antonio,"(15, 25]","(54, 75]","(34, 51]",Target,Young Adults
928,Male,48,71,50.0,San Diego,"(45, 55]","(54, 75]","(34, 51]",Target,Middle-Aged Adults
929,Male,31,71,50.0,Washington,"(25, 35]","(54, 75]","(34, 51]",Target,Young Adults
930,Male,49,71,50.0,Los Angeles,"(45, 55]","(54, 75]","(34, 51]",Target,Middle-Aged Adults
931,Male,24,71,50.0,Chicago,"(15, 25]","(54, 75]","(34, 51]",Target,Young Adults
932,Male,50,71,50.0,Houston,"(45, 55]","(54, 75]","(34, 51]",Target,Middle-Aged Adults
933,Female,27,72,50.0,Phoenix,"(25, 35]","(54, 75]","(34, 51]",Target,Young Adults
934,Female,29,72,50.0,Philadelphia,"(25, 35]","(54, 75]","(34, 51]",Target,Young Adults
935,Male,31,73,50.0,San Antonio,"(25, 35]","(54, 75]","(34, 51]",Target,Young Adults
936,Female,49,73,50.0,San Diego,"(45, 55]","(54, 75]","(34, 51]",Target,Middle-Aged Adults
937,Female,33,73,50.0,Washington,"(25, 35]","(54, 75]","(34, 51]",Target,Young Adults
938,Male,31,73,50.0,Los Angeles,"(25, 35]","(54, 75]","(34, 51]",Target,Young Adults
939,Male,59,74,50.0,Chicago,"(55, 65]","(54, 75]","(34, 51]",Target,Middle-Aged Adults
940,Female,50,74,50.0,Houston,"(45, 55]","(54, 75]","(34, 51]",Target,Middle-Aged Adults
941,Female,47,75,50.0,Phoenix,"(45, 55]","(54, 75]","(34, 51]",Target,Middle-Aged Adults
942,Male,51,75,50.0,Philadelphia,"(45, 55]","(54, 75]","(34, 51]",Target,Middle-Aged Adults
943,Female,69,76,50.0,San Antonio,"(65, 75]","(75, 96]","(34, 51]",Target,Senior Adults
944,Female,27,76,50.0,San Diego,"(25, 35]","(75, 96]","(34, 51]",Target,Young Adults
945,Male,53,77,50.0,Washington,"(45, 55]","(75, 96]","(34, 51]",Target,Middle-Aged Adults
946,Male,70,77,50.0,New York,"(65, 75]","(75, 96]","(34, 51]",Target,Senior Adults
947,Male,19,77,50.0,Seattle,"(15, 25]","(75, 96]","(34, 51]",Target,Young Adults
948,Female,67,77,50.0,Los Angeles,"(65, 75]","(75, 96]","(34, 51]",Target,Senior Adults
949,Female,54,78,50.0,Chicago,"(45, 55]","(75, 96]","(34, 51]",Target,Middle-Aged Adults
950,Male,63,78,50.0,Houston,"(55, 65]","(75, 96]","(34, 51]",Target,Senior Adults
951,Male,18,78,50.0,Phoenix,"(15, 25]","(75, 96]","(34, 51]",Target,Young Adults
952,Male,43,78,50.0,Philadelphia,"(35, 45]","(75, 96]","(34, 51]",Target,Middle-Aged Adults
953,Female,68,78,50.0,San Antonio,"(65, 75]","(75, 96]","(34, 51]",Target,Senior Adults
954,Female,19,78,50.0,San Diego,"(15, 25]","(75, 96]","(34, 51]",Target,Young Adults
955,Female,32,78,50.0,New York,"(25, 35]","(75, 96]","(34, 51]",Target,Young Adults
956,Female,70,78,50.0,Seattle,"(65, 75]","(75, 96]","(34, 51]",Target,Senior Adults
957,Male,47,78,50.0,Los Angeles,"(45, 55]","(75, 96]","(34, 51]",Target,Middle-Aged Adults
958,Female,60,78,50.0,Chicago,"(55, 65]","(75, 96]","(34, 51]",Target,Senior Adults
959,Male,60,78,50.0,Houston,"(55, 65]","(75, 96]","(34, 51]",Target,Senior Adults
960,Female,59,78,50.0,Phoenix,"(55, 65]","(75, 96]","(34, 51]",Target,Middle-Aged Adults
961,Female,26,79,50.0,Philadelphia,"(25, 35]","(75, 96]","(34, 51]",Target,Young Adults
962,Female,45,79,50.0,San Antonio,"(35, 45]","(75, 96]","(34, 51]",Target,Middle-Aged Adults
963,Male,40,81,50.0,San Diego,"(35, 45]","(75, 96]","(34, 51]",Target,Middle-Aged Adults
964,Female,23,81,50.0,Washington,"(15, 25]","(75, 96]","(34, 51]",Target,Young Adults
965,Male,49,85,50.0,Los Angeles,"(45, 55]","(75, 96]","(34, 51]",Target,Middle-Aged Adults
966,Female,57,85,50.0,Chicago,"(55, 65]","(75, 96]","(34, 51]",Target,Middle-Aged Adults
967,Male,38,86,50.0,Houston,"(35, 45]","(75, 96]","(34, 51]",Target,Young Adults
968,Female,67,86,50.0,Phoenix,"(65, 75]","(75, 96]","(34, 51]",Target,Senior Adults
969,Female,46,87,50.0,Philadelphia,"(45, 55]","(75, 96]","(34, 51]",Target,Middle-Aged Adults
970,Male,21,87,50.0,San Antonio,"(15, 25]","(75, 96]","(34, 51]",Target,Young Adults
971,Male,48,87,50.0,San Diego,"(45, 55]","(75, 96]","(34, 51]",Target,Middle-Aged Adults
972,Male,55,87,50.0,Washington,"(45, 55]","(75, 96]","(34, 51]",Target,Middle-Aged Adults
973,Male,22,87,50.0,Los Angeles,"(15, 25]","(75, 96]","(34, 51]",Target,Young Adults
974,Male,34,87,50.0,Chicago,"(25, 35]","(75, 96]","(34, 51]",Target,Young Adults
975,Female,50,88,50.0,Houston,"(45, 55]","(75, 96]","(34, 51]",Target,Middle-Aged Adults
976,Female,68,88,50.0,Phoenix,"(65, 75]","(75, 96]","(34, 51]",Target,Senior Adults
977,Male,18,88,50.0,Philadelphia,"(15, 25]","(75, 96]","(34, 51]",Target,Young Adults
978,Male,48,88,50.0,San Antonio,"(45, 55]","(75, 96]","(34, 51]",Target,Middle-Aged Adults
979,Male,40,93,50.0,San Diego,"(35, 45]","(75, 96]","(34, 51]",Target,Middle-Aged Adults
980,Male,32,93,50.0,Washington,"(25, 35]","(75, 96]","(34, 51]",Target,Young Adults
981,Female,24,97,50.0,New York,"(15, 25]","(96, 117]","(34, 51]",Target,Young Adults
982,Female,47,97,50.0,Seattle,"(45, 55]","(96, 117]","(34, 51]",Target,Middle-Aged Adults
983,Male,27,98,50.0,Los Angeles,"(25, 35]","(96, 117]","(34, 51]",Target,Young Adults
984,Female,48,98,50.0,Chicago,"(45, 55]","(96, 117]","(34, 51]",Target,Middle-Aged Adults
985,Female,20,99,50.0,Houston,"(15, 25]","(96, 117]","(34, 51]",Target,Young Adults
986,Male,23,99,50.0,Phoenix,"(15, 25]","(96, 117]","(34, 51]",Target,Young Adults
987,Female,49,101,50.0,Philadelphia,"(45, 55]","(96, 117]","(34, 51]",Target,Middle-Aged Adults
988,Male,67,101,50.0,San Antonio,"(65, 75]","(96, 117]","(34, 51]",Target,Senior Adults
989,Female,26,103,50.0,San Diego,"(25, 35]","(96, 117]","(34, 51]",Target,Young Adults
990,Female,49,103,50.0,New York,"(45, 55]","(96, 117]","(34, 51]",Target,Middle-Aged Adults
991,Female,21,103,50.0,Seattle,"(15, 25]","(96, 117]","(34, 51]",Target,Young Adults
992,Female,66,103,50.0,Los Angeles,"(65, 75]","(96, 117]","(34, 51]",Target,Senior Adults
993,Male,54,113,50.0,Chicago,"(45, 55]","(96, 117]","(34, 51]",Target,Middle-Aged Adults
994,Female,68,113,50.0,Houston,"(65, 75]","(96, 117]","(34, 51]",Target,Senior Adults
995,Female,66,120,50.0,Phoenix,"(65, 75]","(117, 138]","(34, 51]",Target,Senior Adults
996,Female,65,120,50.0,Philadelphia,"(55, 65]","(117, 138]","(34, 51]",Target,Senior Adults
997,Female,19,126,50.0,San Antonio,"(15, 25]","(117, 138]","(34, 51]",Target,Young Adults
998,Male,38,126,50.0,San Diego,"(35, 45]","(117, 138]","(34, 51]",Target,Young Adults
999,Male,19,137,50.0,Washington,"(15, 25]","(117, 138]","(34, 51]",Target,Young Adults
1000,Male,18,137,50.0,Los Angeles,"(15, 25]","(117, 138]","(34, 51]",Target,Young Adults
1001,Male,19,15,50.0,Chicago,"(15, 25]","(12, 33]","(34, 51]",Target,Young Adults
1002,Male,63,15,50.0,Houston,"(55, 65]","(12, 33]","(34, 51]",Target,Senior Adults
1003,Female,49,16,50.0,Phoenix,"(45, 55]","(12, 33]","(34, 51]",Target,Middle-Aged Adults
1004,Female,51,16,50.0,Philadelphia,"(45, 55]","(12, 33]","(34, 51]",Target,Middle-Aged Adults
1005,Female,50,17,50.0,San Antonio,"(45, 55]","(12, 33]","(34, 51]",Target,Middle-Aged Adults
1006,Female,27,17,50.0,San Diego,"(25, 35]","(12, 33]","(34, 51]",Target,Young Adults
1007,Female,38,18,50.0,Washington,"(35, 45]","(12, 33]","(34, 51]",Target,Young Adults
1008,Female,40,18,50.0,Los Angeles,"(35, 45]","(12, 33]","(34, 51]",Target,Middle-Aged Adults
1009,Male,39,19,50.0,Chicago,"(35, 45]","(12, 33]","(34, 51]",Target,Young Adults
1010,Female,23,19,50.0,Houston,"(15, 25]","(12, 33]","(34, 51]",Target,Young Adults
1011,Male,31,19,50.0,Phoenix,"(25, 35]","(12, 33]","(34, 51]",Target,Young Adults
1012,Female,43,19,50.0,Philadelphia,"(35, 45]","(12, 33]","(34, 51]",Target,Middle-Aged Adults
1013,Female,40,20,50.0,San Antonio,"(35, 45]","(12, 33]","(34, 51]",Target,Middle-Aged Adults
1014,Female,59,20,50.0,San Diego,"(55, 65]","(12, 33]","(34, 51]",Target,Middle-Aged Adults
1015,Male,38,20,50.0,Washington,"(35, 45]","(12, 33]","(34, 51]",Target,Young Adults
1016,Male,47,20,50.0,New York,"(45, 55]","(12, 33]","(34, 51]",Target,Middle-Aged Adults
1017,Female,39,21,50.0,Seattle,"(35, 45]","(12, 33]","(34, 51]",Target,Young Adults
1018,Male,25,21,50.0,Los Angeles,"(15, 25]","(12, 33]","(34, 51]",Target,Young Adults
1019,Male,31,23,50.0,Chicago,"(25, 35]","(12, 33]","(34, 51]",Target,Young Adults
1020,Female,20,23,50.0,Houston,"(15, 25]","(12, 33]","(34, 51]",Target,Young Adults
1021,Male,29,24,50.0,Phoenix,"(25, 35]","(12, 33]","(34, 51]",Target,Young Adults
1022,Male,44,24,50.0,Philadelphia,"(35, 45]","(12, 33]","(34, 51]",Target,Middle-Aged Adults
1023,Female,32,25,50.0,San Antonio,"(25, 35]","(12, 33]","(34, 51]",Target,Young Adults
1024,Male,19,25,50.0,San Diego,"(15, 25]","(12, 33]","(34, 51]",Target,Young Adults
1025,Female,35,28,50.0,New York,"(25, 35]","(12, 33]","(34, 51]",Target,Young Adults
1026,Male,57,28,50.0,Seattle,"(55, 65]","(12, 33]","(34, 51]",Target,Middle-Aged Adults
1027,Female,32,28,50.0,Los Angeles,"(25, 35]","(12, 33]","(34, 51]",Target,Young Adults
1028,Male,28,28,50.0,Chicago,"(25, 35]","(12, 33]","(34, 51]",Target,Young Adults
1029,Female,32,29,50.0,Houston,"(25, 35]","(12, 33]","(34, 51]",Target,Young Adults
1030,Female,25,29,50.0,Phoenix,"(15, 25]","(12, 33]","(34, 51]",Target,Young Adults
1031,Male,28,30,50.0,Philadelphia,"(25, 35]","(12, 33]","(34, 51]",Target,Young Adults
1032,Female,48,30,50.0,San Antonio,"(45, 55]","(12, 33]","(34, 51]",Target,Middle-Aged Adults
1033,Male,32,33,50.0,San Diego,"(25, 35]","(12, 33]","(34, 51]",Target,Young Adults
1034,Male,34,33,50.0,Washington,"(25, 35]","(12, 33]","(34, 51]",Target,Young Adults
1035,Female,34,33,50.0,Los Angeles,"(25, 35]","(12, 33]","(34, 51]",Target,Young Adults
1036,Female,43,33,50.0,Chicago,"(35, 45]","(12, 33]","(34, 51]",Target,Middle-Aged Adults
1037,Female,39,34,50.0,Houston,"(35, 45]","(33, 54]","(34, 51]",Target,Young Adults
1038,Female,44,34,50.0,Phoenix,"(35, 45]","(33, 54]","(34, 51]",Target,Middle-Aged Adults
1039,Female,38,37,39.0,Philadelphia,"(35, 45]","(33, 54]","(34, 51]",Careful,Young Adults
1040,Female,47,37,81.0,San Antonio,"(45, 55]","(33, 54]","(68, 85]",Centroid,Middle-Aged Adults
1041,Female,27,38,6.0,San Diego,"(25, 35]","(33, 54]","(0, 17]",Miser,Young Adults
1042,Male,37,38,77.0,Washington,"(35, 45]","(33, 54]","(68, 85]",Spendthrift,Young Adults
1043,Male,30,39,40.0,Los Angeles,"(25, 35]","(33, 54]","(34, 51]",Careful,Young Adults
1044,Female,34,39,76.0,Chicago,"(25, 35]","(33, 54]","(68, 85]",Spendthrift,Young Adults
1045,Female,30,39,6.0,Houston,"(25, 35]","(33, 54]","(0, 17]",Miser,Young Adults
1046,Female,56,39,94.0,Phoenix,"(55, 65]","(33, 54]","(85, 102]",Centroid,Middle-Aged Adults
1047,Female,29,40,3.0,Philadelphia,"(25, 35]","(33, 54]","(0, 17]",Miser,Young Adults
1048,Female,19,40,72.0,San Antonio,"(15, 25]","(33, 54]","(68, 85]",Spendthrift,Young Adults
1049,Female,31,40,14.0,San Diego,"(25, 35]","(33, 54]","(0, 17]",Miser,Young Adults
1050,Female,50,40,99.0,Washington,"(45, 55]","(33, 54]","(85, 102]",Centroid,Middle-Aged Adults
1051,Female,36,42,15.0,New York,"(35, 45]","(33, 54]","(0, 17]",Miser,Young Adults
1052,Male,42,42,77.0,Seattle,"(35, 45]","(33, 54]","(68, 85]",Spendthrift,Middle-Aged Adults
1053,Female,33,43,13.0,Los Angeles,"(25, 35]","(33, 54]","(0, 17]",Miser,Young Adults
1054,Male,36,43,79.0,Chicago,"(35, 45]","(33, 54]","(68, 85]",Spendthrift,Young Adults
1055,Female,32,43,35.0,Houston,"(25, 35]","(33, 54]","(34, 51]",Careful,Young Adults
1056,Male,40,43,66.0,Phoenix,"(35, 45]","(33, 54]","(51, 68]",Spendthrift,Middle-Aged Adults
1057,Female,28,44,29.0,Philadelphia,"(25, 35]","(33, 54]","(17, 34]",General,Young Adults
1058,Male,36,44,98.0,San Antonio,"(35, 45]","(33, 54]","(85, 102]",Centroid,Young Adults
1059,Female,36,46,35.0,San Diego,"(35, 45]","(33, 54]","(34, 51]",Careful,Young Adults
1060,Male,52,46,73.0,New York,"(45, 55]","(33, 54]","(68, 85]",Spendthrift,Middle-Aged Adults
1061,Male,30,46,5.0,Seattle,"(25, 35]","(33, 54]","(0, 17]",Miser,Young Adults
1062,Male,58,46,73.0,Los Angeles,"(55, 65]","(33, 54]","(68, 85]",Spendthrift,Middle-Aged Adults
1063,Female,27,47,14.0,Chicago,"(25, 35]","(33, 54]","(0, 17]",Miser,Young Adults
1064,Female,59,47,82.0,Houston,"(55, 65]","(33, 54]","(68, 85]",Centroid,Middle-Aged Adults
1065,Male,35,48,32.0,Phoenix,"(25, 35]","(33, 54]","(17, 34]",General,Young Adults
